system:index,B11,B12,B2,B3,B4,B8,EVI,NDVI,NDWI,poly_id,.geo
1677,0.16134648383576863,0.10132850317598353,0.04023703008545487,0.057776836583826686,0.04521503459273891,0.23949274219758301,0.40086665835460594,0.6818654025319723,-0.6099113372834188,21677,"{""type"":""Polygon"",""coordinates"":[[[95.1123501,27.4950412],[95.11237949999999,27.494995699999997],[95.11237560000001,27.494788200000006],[95.11260830000002,27.4947846],[95.11258820000002,27.494794],[95.112579,27.494839200000005],[95.1125387,27.494848899999994],[95.1125088,27.4948764],[95.112501,27.494993800000003],[95.11252150000001,27.4950116],[95.1126428,27.4950007],[95.112704,27.4950268],[95.11272470000002,27.495053600000006],[95.1127265,27.4951438],[95.11268680000002,27.4951895],[95.11255580000001,27.4952186],[95.11241419999999,27.4952207],[95.1123629,27.495185399999997],[95.1123501,27.4950412]]]}"
1678,0.2334378338930804,0.15906770668551562,0.0557290666455675,0.07462923592174452,0.0883486930203166,0.20616962885947107,0.22334393506431727,0.39971249198312264,-0.4679793171593115,21678,"{""type"":""Polygon"",""coordinates"":[[[95.11711390000002,27.494905600000003],[95.1171591,27.494625199999994],[95.1171565,27.4944899],[95.1171901,27.4941284],[95.1174934,27.494114699999997],[95.1174806,27.494503],[95.1174811,27.4945301],[95.1174745,27.494710599999998],[95.11746510000002,27.4947469],[95.11744780000001,27.4949006],[95.11711390000002,27.494905600000003]]]}"
1679,0.15332855361803627,0.07784823771857001,0.032551735515051146,0.04695402369931694,0.032072701231022786,0.2485967061481358,0.44720882779110405,0.7652502377955731,-0.6749932649949588,21679,"{""type"":""Polygon"",""coordinates"":[[[95.1117797,27.4964397],[95.1118115,27.4959879],[95.11230710000001,27.495971400000002],[95.1123681,27.495988500000003],[95.1123865,27.496421399999996],[95.1117797,27.4964397]]]}"
1680,0.20384962520277722,0.1301770550122871,0.05662894180578576,0.08438620018058547,0.08507430669797325,0.20349002992495507,0.22909759571026098,0.40922887678949654,-0.41092939186987804,21680,"{""type"":""Polygon"",""coordinates"":[[[95.1127231,27.496028300000003],[95.1127275,27.4957304],[95.11305080000001,27.495698400000002],[95.11308130000002,27.495707000000003],[95.1131149,27.4958779],[95.11311660000001,27.4959681],[95.11294500000001,27.495988800000003],[95.112804,27.496027000000005],[95.1127231,27.496028300000003]]]}"
1681,0.16455358644609,0.08618237708226992,0.034233960375062295,0.050034904345836274,0.03730761509615541,0.2529439026996996,0.44144745712916517,0.7429346078952841,-0.6692064867606989,21681,"{""type"":""Polygon"",""coordinates"":[[[95.1165338,27.5026664],[95.1165801,27.50244010000001],[95.11683330000001,27.502454300000004],[95.11698560000002,27.502479100000002],[95.1170969,27.502477399999997],[95.1174114,27.5025177],[95.11772490000001,27.502503900000004],[95.1178367,27.5025293],[95.11783720000001,27.502556300000002],[95.1178172,27.5025657],[95.11783770000001,27.5025834],[95.1178388,27.5026375],[95.11781850000001,27.5026378],[95.11778890000001,27.502674400000004],[95.1177482,27.502665999999998],[95.1177582,27.5026568],[95.1177376,27.502639100000003],[95.11772769999999,27.5026483],[95.11772730000001,27.50263019999999],[95.1176767,27.502631],[95.1176068,27.502677200000004],[95.11757610000001,27.502659599999998],[95.1175459,27.502669100000002],[95.11754550000002,27.502651],[95.1174547,27.5026614],[95.117424,27.5026438],[95.1173739,27.5026717],[95.11738419999999,27.5026806],[95.1173435,27.5026721],[95.11728330000001,27.502700100000002],[95.1172628,27.502682399999998],[95.1171714,27.5026657],[95.1170908,27.502684999999996],[95.11706129999999,27.502730599999996],[95.1169402,27.502750500000005],[95.1169195,27.502723699999997],[95.1168689,27.5027245],[95.1168788,27.5027153],[95.1168481,27.502697699999995],[95.11682810000002,27.502707100000002],[95.11680750000001,27.5026893],[95.1167567,27.502681099999997],[95.1167265,27.502690599999998],[95.1167262,27.5026725],[95.116696,27.502682],[95.1166957,27.502664],[95.11664510000001,27.5026647],[95.11653570000001,27.50276570000001],[95.1165338,27.5026664]]]}"
1682,0.19125645950774992,0.11084242411943833,0.039335200502978424,0.05903459564668179,0.04673183773036758,0.2684031190950141,0.4421091838754467,0.703291701709234,-0.6392340641786394,21682,"{""type"":""Polygon"",""coordinates"":[[[95.11576530000002,27.4995286],[95.1157889,27.499176299999995],[95.115816,27.499004400000004],[95.1161504,27.4990264],[95.1165662,27.4990742],[95.11684969999999,27.4990789],[95.11686140000002,27.49916],[95.1168355,27.499395000000003],[95.1168256,27.499404200000004],[95.11634900000001,27.4993573],[95.1161568,27.4993602],[95.1161093,27.499523400000005],[95.11576530000002,27.4995286]]]}"
1683,0.23653713460360812,0.1621383079733718,0.056053624665635335,0.0749147764005488,0.08905882317352909,0.2110462490584202,0.2298775854526932,0.4055389568111086,-0.4749252410540499,21683,"{""type"":""Polygon"",""coordinates"":[[[95.1185934,27.4960653],[95.118775,27.496035499999998],[95.1189775,27.4960414],[95.1189497,27.496177200000005],[95.11895040000002,27.496213300000004],[95.1189226,27.496349100000003],[95.1186088,27.4963448],[95.1185934,27.4960653]]]}"
1684,0.20187284916554743,0.12991981989331364,0.047441880542635734,0.0661957919719805,0.056237783907988746,0.2527260727374496,0.3957587274851542,0.639811762016545,-0.5865229932676992,21684,"{""type"":""Polygon"",""coordinates"":[[[95.1125981,27.4942523],[95.1128004,27.494249299999996],[95.1128203,27.4942309],[95.11281960000001,27.4941948],[95.1128601,27.4941942],[95.1128816,27.494257100000002],[95.11287610000001,27.494500800000004],[95.1128466,27.4945464],[95.11280870000002,27.494682300000004],[95.1127787,27.494700800000004],[95.1126777,27.494711399999996],[95.112636,27.4946488],[95.1126604,27.494332600000003],[95.1125991,27.494306500000004],[95.1125981,27.4942523]]]}"
1685,0.19382193382325288,0.11182683774331952,0.04216326182935663,0.06138179519200045,0.051580860148180675,0.26173238416824973,0.41864101647835505,0.6711043014618832,-0.6203464857308965,21685,"{""type"":""Polygon"",""coordinates"":[[[95.1153981,27.497260000000004],[95.115425,27.4970791],[95.1154381,27.4967089],[95.1157931,27.4967487],[95.1157833,27.4967669],[95.11582410000001,27.496784300000005],[95.11601640000002,27.4967814],[95.1160133,27.4971514],[95.11599590000002,27.497296100000003],[95.1153981,27.497260000000004]]]}"
1686,0.22896236994735675,0.15306798971083418,0.055254713877161035,0.07745949215286756,0.09280668996591704,0.220517704875066,0.2342174397835689,0.4073187751633433,-0.4797835038641169,21686,"{""type"":""Polygon"",""coordinates"":[[[95.119498,27.493632999999992],[95.11964060000001,27.4931525],[95.1196764,27.4929083],[95.1198283,27.492914999999996],[95.1198412,27.493059200000005],[95.11981490000001,27.493267200000002],[95.1197081,27.4935035],[95.11966059999999,27.4936666],[95.1196203,27.493676300000004],[95.11950850000001,27.493650900000002],[95.119498,27.493632999999992]]]}"
1687,0.24172744249445527,0.1634598036324329,0.05585507036066881,0.07546529212118228,0.0920479461633702,0.21051433586082105,0.2204350248529307,0.39144259423247924,-0.47222776913908954,21687,"{""type"":""Polygon"",""coordinates"":[[[95.11877060000002,27.4942216],[95.1187886,27.494104],[95.1188928,27.4937325],[95.1189099,27.493569800000007],[95.1190819,27.493567099999996],[95.1190546,27.49373],[95.1189778,27.493947699999996],[95.1189126,27.4942375],[95.11877060000002,27.4942216]]]}"
1688,0.28814195945777293,0.17585632043231458,0.058194133357401714,0.09026992735001364,0.0819091860310846,0.32940193922523153,0.4457276964167522,0.6010715956283665,-0.5690896392113806,21688,"{""type"":""Polygon"",""coordinates"":[[[95.11205090000001,27.493683100000002],[95.11205570000001,27.493403299999994],[95.1120601,27.493105400000005],[95.1120887,27.493014699999996],[95.1121059,27.492852],[95.1124495,27.492828700000004],[95.1126724,27.4928434],[95.1133291,27.492788300000004],[95.1137237,27.492782300000005],[95.113865,27.492762099999993],[95.1139258,27.4927702],[95.1139998,27.4929315],[95.11402170000001,27.4930214],[95.1140394,27.493418299999995],[95.1139698,27.4934825],[95.1138191,27.493538900000004],[95.1135571,27.493597],[95.11341680000001,27.493671399999997],[95.11332630000001,27.49369980000001],[95.1123956,27.493713999999997],[95.1121824,27.493681099999996],[95.11205090000001,27.493683100000002]]]}"
1689,0.24736404741639664,0.15699841208932555,0.0562106115964675,0.08738100478245639,0.07691353071483537,0.29671228292280133,0.4109063997883317,0.5904543285659254,-0.5464361020357955,21689,"{""type"":""Polygon"",""coordinates"":[[[95.1133894,27.4938252],[95.1134491,27.4937701],[95.1135194,27.493742],[95.1137714,27.4936931],[95.11390280000002,27.493682000000003],[95.1141547,27.4936241],[95.1141794,27.493858299999996],[95.1142681,27.494263099999998],[95.1142553,27.494651299999997],[95.11387050000002,27.494639100000004],[95.1138656,27.494386500000005],[95.1138435,27.4942876],[95.1138411,27.494161300000002],[95.1138613,27.494161],[95.1138711,27.494142800000002],[95.1134158,27.494149699999994],[95.1133894,27.4938252]]]}"
1690,0.22459813367991355,0.13543832939238218,0.046333089094433226,0.06904975044750426,0.06286413616967026,0.2656676639942965,0.39172823663040873,0.6180616732846022,-0.5875343932655902,21690,"{""type"":""Polygon"",""coordinates"":[[[95.1143784,27.500037],[95.1147934,27.5000397],[95.11506710000002,27.500062600000003],[95.11504350000003,27.5004149],[95.1144051,27.5003705],[95.1143784,27.500037]]]}"
1691,0.19682769360515656,0.11166758823592095,0.04115676202155452,0.06318808880026806,0.047520585655397345,0.2830160257791715,0.4675498717731555,0.7129677724855338,-0.635368484313986,21691,"{""type"":""Polygon"",""coordinates"":[[[95.1147013,27.499987],[95.1147482,27.4992643],[95.11576150000002,27.4993301],[95.11573480000001,27.49952],[95.1150863,27.499475800000003],[95.1150756,27.4994488],[95.1150456,27.4994674],[95.11504790000001,27.499584600000002],[95.1150458,27.500008799999993],[95.1150359,27.500018],[95.1147013,27.499987]]]}"
1692,0.18294262204464057,0.09467930407384939,0.03729569613334912,0.0567680172807962,0.03958033765788889,0.2690224643049687,0.46713584499519767,0.7429581966683027,-0.6510537516227206,21692,"{""type"":""Polygon"",""coordinates"":[[[95.1176536,27.4993104],[95.117661,27.499165900000005],[95.1181067,27.499186099999996],[95.1182996,27.4992193],[95.1185223,27.4992249],[95.1186036,27.499241700000002],[95.1189582,27.499263399999997],[95.1189603,27.4993717],[95.1189402,27.499381],[95.11892979999999,27.499363100000004],[95.11890950000002,27.499363400000004],[95.1188898,27.499390799999997],[95.1188813,27.499472100000002],[95.11890170000001,27.499480900000002],[95.11879,27.499464500000002],[95.11879040000001,27.4994826],[95.11877030000001,27.499491899999995],[95.1187907,27.499500600000005],[95.1187506,27.499519299999996],[95.1186995,27.499493000000005],[95.1186388,27.4994939],[95.11859779999999,27.4994674],[95.1185678,27.4994859],[95.11845630000002,27.499478599999996],[95.11844590000001,27.4994607],[95.1184761,27.4994512],[95.1183944,27.49941640000001],[95.11831350000001,27.4994176],[95.1181406,27.499375099999998],[95.1180799,27.4993761],[95.11804910000001,27.4993495],[95.1179779,27.4993325],[95.11785730000001,27.4993794],[95.1177761,27.499362600000005],[95.1177461,27.499381100000004],[95.11777690000001,27.499407700000003],[95.1177773,27.4994258],[95.1176864,27.499436200000005],[95.117685,27.499364],[95.11766460000001,27.499355300000005],[95.1176536,27.4993104]]]}"
1693,0.20767998058527784,0.11521933051398951,0.041567844651771275,0.06479207731205922,0.05271941663472966,0.2940358738062658,0.4645662680113454,0.6965493461142819,-0.6391820279612558,21693,"{""type"":""Polygon"",""coordinates"":[[[95.112897,27.499833900000002],[95.11292180000001,27.4995448],[95.1129314,27.4995175],[95.1129575,27.4992915],[95.11314990000001,27.499297599999995],[95.1133834,27.49933920000001],[95.1136367,27.4993534],[95.11358640000002,27.499895600000002],[95.112897,27.499833900000002]]]}"
