poly_id,tea_probability,tea_fraction,n_pixels
3144,0.009886583,0.0,22
3145,0.009832794,0.0,33
3146,0.021489035,0.0,14
3147,0.016646286,0.0,54
3148,0.012558807,0.0,34
3149,0.018888013,0.0,27
3150,0.009188882,0.0,12
3151,0.013623419,0.0,148
3152,0.015456252,0.0,16
3153,0.021949941,0.0,68
3154,0.010648515,0.0,110
3155,0.010105201,0.0,18
3156,0.012565371,0.0,18
3157,0.0122632,0.0,110
3158,0.020490412,0.0,16
3159,0.009651786,0.0,16
3160,0.016031148,0.0,18
3161,0.02205929,0.0,11
3162,0.03822841,0.0,14
3163,0.014794169,0.0,70
3164,0.021684572,0.0,20
3165,0.017362159,0.0,10
3166,0.021961099,0.0,95
3167,0.019553503,0.0,16
3168,0.021125693,0.0,44
3169,0.016091863,0.0,64
3170,0.019137284,0.0,32
3171,0.01804158,0.0,30
3172,0.009123069,0.0,78
3173,0.01142208,0.0,16
3174,0.010357926,0.0,74
3175,0.010770695,0.0,15
3176,0.010968828,0.0,17
3177,0.019719265,0.0,41
3178,0.021945864,0.0,41
3179,0.010174967,0.0,272
3180,0.011674759,0.0,19
3181,0.00827412,0.0,16
3182,0.015392784,0.0,17
3183,0.01705464,0.0,18
3184,0.012078512,0.0,111
3185,0.021969115,0.0,53
3186,0.015627531,0.0,74
3187,0.012180357,0.0,23
3188,0.00930713,0.0,16
3189,0.021157844,0.0,13
3190,0.012726508,0.0,650
3191,0.016011385,0.0,15
3192,0.010400891,0.0,17
3193,0.015463721,0.0,48
3194,0.016693,0.0,12
3195,0.0160743,0.0,12
3196,0.007872488,0.0,18
3197,0.019221868,0.0,68
3198,0.013579186,0.0,17
3199,0.012441646,0.0,26
3200,0.011899871,0.0,28
3201,0.017096136,0.0,26
3202,0.02222977,0.0,13
3203,0.01572393,0.0,79
3204,0.021807095,0.0,17
3205,0.013000955,0.0,24
3206,0.016075315,0.0,18
3207,0.010013299,0.0,19
3208,0.010139646,0.0,27
3209,0.015953973,0.0,30
3210,0.0153641505,0.0,52
3211,0.012780522,0.0,262
3212,0.02098046,0.0,13
3213,0.019480769,0.0,26
3214,0.01043608,0.0,20
3215,0.013098193,0.0,52
3216,0.029338792,0.0,45
3217,0.016614059,0.0,12
3218,0.011397409,0.0,19
3219,0.020508526,0.0,112
3220,0.010383284,0.0,14
3221,0.021601945,0.0,59
3222,0.016338352,0.0,22
3223,0.017570607,0.0,35
3224,0.009379042,0.0,19
3225,0.011539503,0.0,116
3226,0.014861572,0.0,115
3227,0.018671319,0.0,22
3228,0.021555161,0.0,18
3229,0.013476426,0.0,28
3230,0.015658876,0.0,37
3231,0.021478338,0.0,11
3232,0.013870223,0.0,13
3233,0.007760824,0.0,19
3234,0.009487809,0.0,14
3235,0.014933788,0.0,33
3236,0.022134647,0.0,102
3237,0.021275993,0.0,21
3238,0.01708359,0.0,42
3239,0.014710739,0.0,101
3240,0.010718816,0.0,47
3241,0.010728565,0.0,22
3242,0.040384024,0.0,17
3243,0.01999282,0.0,22
3244,0.013226524,0.0,63
3245,0.017070098,0.0,18
3246,0.009279689,0.0,16
3247,0.012297419,0.0,12
3248,0.012660548,0.0,24
3249,0.0126947705,0.0,95
3250,0.022082323,0.0,12
3251,0.010730486,0.0,13
3252,0.01852109,0.0,13
3253,0.010012862,0.0,12
3254,0.034693215,0.0,28
3255,0.009455723,0.0,19
3256,0.013725317,0.0,38
3257,0.010071748,0.0,12
3258,0.012409372,0.0,53
3259,0.013738225,0.0,24
3260,0.02195183,0.0,15
3261,0.01860112,0.0,24
3262,0.019987384,0.0,39
3263,0.00954081,0.0,17
3264,0.021303158,0.0,15
3265,0.016541189,0.0,11
3266,0.010481562,0.0,13
3267,0.012147345,0.0,33
3268,0.009844746,0.0,55
3269,0.009577947,0.0,15
3270,0.018786281,0.0,24
3271,0.023490457,0.0,13
3272,0.014399264,0.0,15
3273,0.01083528,0.0,77
3274,0.011935188,0.0,39
3275,0.01674161,0.0,30
3276,0.025804559,0.0,43
3277,0.01459777,0.0,258
3278,0.010992253,0.0,13
3279,0.014300954,0.0,409
3280,0.01769829,0.0,13
3281,0.012582523,0.0,95
3282,0.016521158,0.0,82
3283,0.011202803,0.0,15
3284,0.009383343,0.0,23
3285,0.021377932,0.0,10
3286,0.009777538,0.0,15
3287,0.009942607,0.0,30
3288,0.017318396,0.0,13
3289,0.017983187,0.0,62
3290,0.012299131,0.0,59
3291,0.040821128,0.0,14
3292,0.0179013,0.0,32
3293,0.020109363,0.0,20
3294,0.016758252,0.0,11
3295,0.017137084,0.0,12
3296,0.008916021,0.0,11
3297,0.015483851,0.0,13
3298,0.010386654,0.0,13
3299,0.015367779,0.0,69
3300,0.015476094,0.0,12
3301,0.012374381,0.0,39
3302,0.014682126,0.0,17
3303,0.01240413,0.0,21
3304,0.008842303,0.0,19
3305,0.013352702,0.0,57
3306,0.014163692,0.0,114
3307,0.008875941,0.0,30
3308,0.009831947,0.0,17
3309,0.04064965,0.0,12
3310,0.016579455,0.0,20
3311,0.01224705,0.0,52
3312,0.016631097,0.0,15
3313,0.020762628,0.0,14
3314,0.039219636,0.0,15
3315,0.016909927,0.0,35
3316,0.02019178,0.0,13
3317,0.019288378,0.0,18
3318,0.019788653,0.0,32
3319,0.017280733,0.0,16
3320,0.010067751,0.0,34
3321,0.016394004,0.0,118
3322,0.020090697,0.0,46
3323,0.008593671,0.0,11
3324,0.017631618,0.0,14
3325,0.018434461,0.0,30
3326,0.009830767,0.0,12
3327,0.013584745,0.0,17
3328,0.020285325,0.0,56
3329,0.011765368,0.0,14
3330,0.014230969,0.0,19
3331,0.010513897,0.0,17
3332,0.022030557,0.0,15
3333,0.01655232,0.0,16
3334,0.015978597,0.0,25
3335,0.010576391,0.0,15
3336,0.012253438,0.0,25
3337,0.013787795,0.0,63
3338,0.011286287,0.0,164
3339,0.016794374,0.0,21
3340,0.011186703,0.0,44
3341,0.009711906,0.0,39
3342,0.016248021,0.0,29
3343,0.013617169,0.0,37
3344,0.016939674,0.0,18
3345,0.010552794,0.0,12
3346,0.013442785,0.0,17
3347,0.017709753,0.0,39
3348,0.021370875,0.0,85
3349,0.03309226,0.0,11
3350,0.01652226,0.0,37
3351,0.010372031,0.0,44
3352,0.017143877,0.0,12
3353,0.016190773,0.0,37
3354,0.017906789,0.0,27
3355,0.013039316,0.0,40
3356,0.0105969915,0.0,14
3357,0.013895121,0.0,11
3358,0.013518967,0.0,17
3359,0.018471753,0.0,15
3360,0.013863207,0.0,17
3361,0.01749529,0.0,12
3362,0.01008503,0.0,12
3363,0.016054876,0.0,52
3364,0.023878438,0.0,12
3365,0.011905926,0.0,60
3366,0.020144342,0.0,86
3367,0.018296806,0.0,12
3368,0.011326019,0.0,459
3369,0.01895826,0.0,16
3370,0.017514803,0.0,8
3371,0.014293774,0.0,14
3372,0.009630468,0.0,12
3373,0.016066054,0.0,20
3374,0.009890254,0.0,36
3375,0.013444849,0.0,25
3376,0.014097807,0.0,67
3377,0.021485256,0.0,30
3378,0.017018678,0.0,33
3379,0.015298452,0.0,27
3380,0.0114544155,0.0,19
3381,0.016327264,0.0,24
3382,0.010345141,0.0,26
3383,0.013004825,0.0,78
3384,0.014835564,0.0,108
3385,0.011175742,0.0,107
3386,0.016588924,0.0,31
3387,0.015420609,0.0,16
3388,0.01923351,0.0,16
3389,0.015046942,0.0,12
3390,0.010811881,0.0,21
3391,0.011845646,0.0,29
3392,0.021128109,0.0,13
3393,0.013683098,0.0,14
3394,0.010595859,0.0,71
3395,0.014950377,0.0,32
3396,0.015510504,0.0,12
3397,0.013309034,0.0,18
3398,0.011080494,0.0,100
3399,0.01046151,0.0,13
3400,0.014083548,0.0,25
3401,0.0115033565,0.0,34
3402,0.013035036,0.0,13
3403,0.011289111,0.0,14
3404,0.022200366,0.0,12
3405,0.010396491,0.0,27
3406,0.014112525,0.0,12
3407,0.009548184,0.0,15
3408,0.010502953,0.0,26
3409,0.017436435,0.0,28
3410,0.022298554,0.0,24
3411,0.01573085,0.0,25
3412,0.010231761,0.0,10
3413,0.017173698,0.0,12
3414,0.011490847,0.0,38
3415,0.015092644,0.0,16
3416,0.021364253,0.0,65
3417,0.014670179,0.0,16
3418,0.013976129,0.0,71
3419,0.012270813,0.0,31
3420,0.010526116,0.0,259
3421,0.019988906,0.0,111
3422,0.01766229,0.0,19
3423,0.015341799,0.0,63
3424,0.012911744,0.0,20
3425,0.014854344,0.0,15
3426,0.01485166,0.0,23
3427,0.016657118,0.0,16
3428,0.012503364,0.0,22
3429,0.010696282,0.0,24
3430,0.0123623265,0.0,35
3431,0.011591026,0.0,36
3432,0.014101845,0.0,151
3433,0.014545372,0.0,16
3434,0.020158187,0.0,32
3435,0.02059613,0.0,16
3436,0.014910022,0.0,26
3437,0.014804521,0.0,14
3438,0.010427014,0.0,32
3439,0.013199382,0.0,12
3440,0.010688434,0.0,13
3441,0.00998852,0.0,39
3442,0.020164344,0.0,36
3443,0.023251738,0.0,16
3444,0.018366637,0.0,22
3445,0.018260261,0.0,19
3446,0.012314818,0.0,13
3447,0.008434067,0.0,19
3448,0.013730217,0.0,38
3449,0.010276082,0.0,42
3450,0.022159994,0.0,25
3451,0.013896947,0.0,15
3452,0.013785317,0.0,46
3453,0.01910445,0.0,30
3454,0.039781686,0.0,13
3455,0.016459526,0.0,30
3456,0.01717667,0.0,16
3457,0.014022453,0.0,9
3458,0.010819976,0.0,14
3459,0.023830464,0.0,13
3460,0.020171244,0.0,15
3461,0.021388773,0.0,16
3462,0.018885655,0.0,15
3463,0.011821885,0.0,32
3464,0.013931011,0.0,13
3465,0.0109454775,0.0,28
3466,0.01943847,0.0,35
3467,0.022503072,0.0,23
3468,0.021116162,0.0,36
3469,0.013399213,0.0,25
3470,0.01300288,0.0,14
3471,0.012334408,0.0,34
3472,0.009930178,0.0,14
3473,0.015123734,0.0,23
3474,0.011996695,0.0,22
3475,0.011680738,0.0,66
3476,0.011822086,0.0,18
3477,0.012778394,0.0,169
3478,0.01400154,0.0,34
3479,0.016657803,0.0,20
3480,0.022826485,0.0,16
3481,0.011034012,0.0,184
3482,0.009336648,0.0,14
3483,0.01137738,0.0,13
3484,0.021900047,0.0,26
3485,0.013819318,0.0,12
3486,0.014875308,0.0,104
3487,0.022499355,0.0,49
3488,0.009916902,0.0,14
3489,0.018369563,0.0,21
3490,0.015734047,0.0,27
3491,0.009427607,0.0,27
3492,0.015534311,0.0,55
3493,0.011277564,0.0,29
3494,0.010509531,0.0,225
3495,0.021733796,0.0,30
3496,0.02193179,0.0,12
3497,0.015250972,0.0,8
3498,0.0149643775,0.0,16
3499,0.010711908,0.0,21
3500,0.014932933,0.0,14
3501,0.013073381,0.0,16
3502,0.0133054415,0.0,16
3503,0.01033341,0.0,334
3504,0.022438277,0.0,15
3505,0.014260933,0.0,220
3506,0.017520944,0.0,22
3507,0.016544556,0.0,12
3508,0.014855422,0.0,8
3509,0.014216613,0.0,18
3510,0.010272554,0.0,22
3511,0.014982381,0.0,25
3512,0.013180654,0.0,20
3513,0.024207724,0.0,30
3514,0.014265019,0.0,49
3515,0.017179158,0.0,52
3516,0.01028262,0.0,19
3517,0.013559019,0.0,40
3518,0.014775076,0.0,11
3519,0.010133175,0.0,33
3520,0.019555787,0.0,36
3521,0.014258981,0.0,20
3522,0.017521849,0.0,17
3523,0.013629533,0.0,16
3524,0.016202206,0.0,14
3525,0.0146456165,0.0,69
3526,0.028455969,0.0,16
3527,0.014119989,0.0,11
3528,0.0150331715,0.0,33
3529,0.021763528,0.0,17
3530,0.015552684,0.0,24
3531,0.023727566,0.0,19
3532,0.022764085,0.0,13
3533,0.01014857,0.0,12
3534,0.015089473,0.0,246
3535,0.012703665,0.0,23
3536,0.012031113,0.0,125
3537,0.01192428,0.0,10
3538,0.011577019,0.0,15
3539,0.014469179,0.0,12
3540,0.020903828,0.0,28
3541,0.0146210855,0.0,24
3542,0.009672967,0.0,18
3543,0.012140536,0.0,295
3544,0.01630586,0.0,26
3545,0.011450697,0.0,25
3546,0.010242786,0.0,30
3547,0.010624169,0.0,354
3548,0.01689124,0.0,17
3549,0.018062897,0.0,22
3550,0.015100733,0.0,14
3551,0.017875107,0.0,15
3552,0.010886188,0.0,18
3553,0.013073639,0.0,142
3554,0.013290052,0.0,16
3555,0.01127715,0.0,191
3556,0.009516959,0.0,12
3557,0.01771878,0.0,20
3558,0.012526832,0.0,13
3559,0.010708097,0.0,36
3560,0.01201689,0.0,24
3561,0.035060354,0.0,16
3562,0.010975564,0.0,13
3563,0.0119090965,0.0,20
3564,0.013095905,0.0,40
3565,0.012492432,0.0,846
3566,0.022056626,0.0,11
3567,0.015993915,0.0,11
3568,0.010269552,0.0,16
3569,0.00953162,0.0,14
3570,0.04032483,0.0,14
3571,0.021851966,0.0,13
3572,0.023381006,0.0,20
3573,0.011397017,0.0,16
3574,0.016751489,0.0,15
3575,0.027211327,0.0,20
3576,0.010659336,0.0,14
3577,0.02089539,0.0,11
3578,0.01609122,0.0,29
3579,0.012689966,0.0,15
3580,0.020552099,0.0,15
3581,0.019953845,0.0,12
3582,0.036863502,0.0,13
3583,0.03927089,0.0,15
3584,0.017461764,0.0,27
3585,0.013772562,0.0,24
3586,0.011719991,0.0,23
3587,0.01532735,0.0,15
3588,0.01320363,0.0,22
3589,0.013160687,0.0,12
3590,0.022084614,0.0,17
3591,0.012034549,0.0,14
3592,0.02067033,0.0,34
3593,0.025617445,0.0,23
3594,0.04070997,0.0,11
3595,0.037065312,0.0,11
3596,0.018372035,0.0,35
3597,0.009938286,0.0,25
3598,0.010319097,0.0,10
3599,0.022770341,0.0,18
3600,0.029071527,0.0,12
3601,0.024268337,0.0,27
3602,0.020929744,0.0,32
3603,0.019708728,0.0,54
3604,0.01968195,0.0,14
3605,0.019191759,0.0,26
3606,0.009990772,0.0,16
3607,0.013786304,0.0,35
3608,0.014848406,0.0,15
3609,0.026155114,0.0,24
3610,0.01330097,0.0,18
3611,0.013850627,0.0,49
3612,0.014355771,0.0,32
3613,0.010357756,0.0,32
3614,0.009319287,0.0,16
3615,0.01071227,0.0,31
3616,0.022176653,0.0,18
3617,0.015035507,0.0,19
3618,0.021701863,0.0,12
3619,0.040650718,0.0,13
3620,0.011642547,0.0,119
3621,0.01304985,0.0,17
3622,0.015049559,0.0,29
3623,0.011359896,0.0,25
3624,0.015033868,0.0,23
3625,0.0108156195,0.0,15
3626,0.009920438,0.0,17
3627,0.012277969,0.0,24
3628,0.030560309,0.0,12
3629,0.0106660435,0.0,16
3630,0.0209439,0.0,9
3631,0.010291315,0.0,53
3632,0.017492613,0.0,11
3633,0.03205248,0.0,22
3634,0.021644417,0.0,15
3635,0.010440473,0.0,28
3636,0.010914155,0.0,66
3637,0.009623242,0.0,51
3638,0.02018408,0.0,18
3639,0.01777677,0.0,13
3640,0.02158726,0.0,13
3641,0.01657095,0.0,18
3642,0.015886117,0.0,39
3643,0.0104652895,0.0,21
3644,0.020052161,0.0,40
3645,0.020727277,0.0,30
3646,0.016500263,0.0,32
3647,0.011346648,0.0,204
3648,0.019769376,0.0,25
3649,0.013465405,0.0,95
3650,0.008946599,0.0,25
3651,0.011297256,0.0,97
3652,0.019189784,0.0,21
3653,0.021718347,0.0,25
3654,0.012909137,0.0,16
3655,0.0143229775,0.0,9
3656,0.024821345,0.0,30
3657,0.017110258,0.0,90
3658,0.030110415,0.0,17
3659,0.010293076,0.0,12
3660,0.016766803,0.0,12
3661,0.011161564,0.0,32
3662,0.014468006,0.0,18
3663,0.017970324,0.0,19
3664,0.04173701,0.0,11
3665,0.012268255,0.0,19
3666,0.035731852,0.0,15
3667,0.014355685,0.0,10
3668,0.011987251,0.0,14
3669,0.012738711,0.0,14
3670,0.035262123,0.0,39
3671,0.026918259,0.0,18
3672,0.014126912,0.0,37
3673,0.02269347,0.0,25
3674,0.02154026,0.0,39
3675,0.02275349,0.0,13
3676,0.021226272,0.0,32
3677,0.015439551,0.0,25
3678,0.019517383,0.0,17
3679,0.020490384,0.0,14
3680,0.0128135,0.0,73
3681,0.023930877,0.0,15
3682,0.011381607,0.0,13
3683,0.01855155,0.0,11
3684,0.0121589275,0.0,14
3685,0.008746865,0.0,15
3686,0.011282051,0.0,21
3687,0.02995531,0.0,13
3688,0.018073285,0.0,18
3689,0.024421193,0.0,16
3690,0.015484478,0.0,25
3691,0.009648668,0.0,13
3692,0.01833057,0.0,12
3693,0.03239842,0.0,16
3694,0.021490626,0.0,44
3695,0.020185154,0.0,40
3696,0.017103165,0.0,15
3697,0.010935329,0.0,22
3698,0.010647724,0.0,44
3699,0.01282883,0.0,653
3700,0.019047465,0.0,13
3701,0.021664986,0.0,24
3702,0.012194729,0.0,23
3703,0.011420225,0.0,100
3704,0.022545993,0.0,10
3705,0.011277534,0.0,18
3706,0.010216486,0.0,82
3707,0.009151912,0.0,28
3708,0.010288246,0.0,17
3709,0.0112836305,0.0,17
3710,0.0115513485,0.0,306
3711,0.009862669,0.0,12
3712,0.022234054,0.0,28
3713,0.017488694,0.0,17
3714,0.02103129,0.0,60
3715,0.009786514,0.0,20
3716,0.013379147,0.0,19
3717,0.023596296,0.0,12
3718,0.03572895,0.0,15
3719,0.018292714,0.0,25
3720,0.010631308,0.0,37
3721,0.02214559,0.0,20
3722,0.041737013,0.0,13
3723,0.0187137,0.0,19
3724,0.021860678,0.0,14
3725,0.012878905,0.0,40
3726,0.010332295,0.0,22
3727,0.020045644,0.0,15
3728,0.019263798,0.0,14
3729,0.011303494,0.0,14
3730,0.008813011,0.0,13
3731,0.008845807,0.0,61
3732,0.022430263,0.0,29
3733,0.019624233,0.0,37
3734,0.011424894,0.0,17
3735,0.012498678,0.0,87
3736,0.009915551,0.0,17
3737,0.02022252,0.0,18
3738,0.022083536,0.0,81
3739,0.012265696,0.0,15
3740,0.018726109,0.0,12
3741,0.040795557,0.0,15
3742,0.019752674,0.0,31
3743,0.019114194,0.0,14
3744,0.023328977,0.0,10
3745,0.01777261,0.0,12
3746,0.014556749,0.0,17
3747,0.019744035,0.0,20
3748,0.014712337,0.0,62
3749,0.023929218,0.0,137
3750,0.023029454,0.0,30
3751,0.009720576,0.0,15
3752,0.010194602,0.0,23
3753,0.014744927,0.0,32
3754,0.020554217,0.0,29
3755,0.010717301,0.0,60
3756,0.012928443,0.0,13
3757,0.010536951,0.0,37
3758,0.02136176,0.0,12
3759,0.0232,0.0,16
3760,0.018883647,0.0,15
3761,0.022266952,0.0,19
3762,0.011463336,0.0,432
3763,0.012546381,0.0,71
3764,0.011687063,0.0,33
3765,0.022109682,0.0,371
3766,0.010740177,0.0,27
3767,0.019310396,0.0,15
3768,0.017555267,0.0,18
3769,0.011183766,0.0,28
3770,0.021973632,0.0,22
3771,0.010038154,0.0,59
3772,0.009665921,0.0,44
3773,0.013301339,0.0,31
3774,0.009507749,0.0,258
3775,0.010874686,0.0,260
3776,0.023810146,0.0,17
3777,0.021469686,0.0,14
3778,0.010203367,0.0,64
3779,0.01444786,0.0,29
3780,0.017295046,0.0,16
3781,0.010911694,0.0,583
3782,0.01722058,0.0,11
3783,0.014417704,0.0,43
3784,0.025705336,0.0,26
3785,0.022526821,0.0,55
3786,0.017783862,0.0,14
3787,0.018732082,0.0,14
3788,0.022538163,0.0,15
3789,0.012594873,0.0,30
3790,0.022422751,0.0,15
3791,0.019716552,0.0,11
3792,0.009574566,0.0,29
3793,0.014198204,0.0,13
3794,0.021667294,0.0,25
3795,0.010498289,0.0,24
3796,0.020741511,0.0,13
3797,0.014065808,0.0,55
3798,0.010525589,0.0,22
3799,0.022544073,0.0,14
3800,0.014816451,0.0,97
3801,0.010348032,0.0,99
3802,0.016725602,0.0,16
3803,0.026957123,0.0,42
3804,0.014142172,0.0,39
3805,0.012539003,0.0,86
3806,0.02120177,0.0,25
3807,0.021225303,0.0,33
3808,0.010107153,0.0,28
3809,0.021880096,0.0,17
3810,0.021127513,0.0,25
3811,0.010411128,0.0,34
3812,0.0094401715,0.0,17
3813,0.023562862,0.0,12
3814,0.00984715,0.0,111
3815,0.011091952,0.0,19
3816,0.019029373,0.0,24
3817,0.0113288,0.0,747
3818,0.013371919,0.0,59
3819,0.01031359,0.0,46
3820,0.022945872,0.0,32
3821,0.021071693,0.0,24
3822,0.009970085,0.0,14
3823,0.017067181,0.0,18
3824,0.014838975,0.0,26
3825,0.013518073,0.0,19
3826,0.0105044255,0.0,31
3827,0.012223152,0.0,30
3828,0.011089917,0.0,39
3829,0.021122076,0.0,13
3830,0.021724083,0.0,46
3831,0.014219791,0.0,24
3832,0.008556779,0.0,13
3833,0.02126131,0.0,22
3834,0.022725636,0.0,18
3835,0.019330999,0.0,16
3836,0.009269266,0.0,11
3837,0.009717694,0.0,79
3838,0.011586895,0.0,158
3839,0.009759643,0.0,125
3840,0.03025439,0.0,18
3841,0.00935933,0.0,89
3842,0.01937526,0.0,49
3843,0.03310718,0.0,16
3844,0.02267838,0.0,951
3845,0.01091709,0.0,76
3846,0.020880993,0.0,14
3847,0.009781429,0.0,14
3848,0.010584522,0.0,32
3849,0.022300832,0.0,26
3850,0.019848673,0.0,19
3851,0.012528212,0.0,14
3852,0.016450401,0.0,78
3853,0.02044739,0.0,55
3854,0.022057807,0.0,12
3855,0.013823234,0.0,27
3856,0.009596018,0.0,11
3857,0.010429878,0.0,26
3858,0.010758505,0.0,41
3859,0.021599451,0.0,12
3860,0.010529936,0.0,34
3861,0.012456085,0.0,27
3862,0.011081262,0.0,79
3863,0.014868234,0.0,84
3864,0.021868035,0.0,24
3865,0.01050506,0.0,38
3866,0.013181791,0.0,11
3867,0.013053366,0.0,14
3868,0.009737705,0.0,144
3869,0.009956485,0.0,24
3870,0.011452008,0.0,462
3871,0.021692328,0.0,27
3872,0.01469392,0.0,18
3873,0.009587677,0.0,33
3874,0.021976972,0.0,12
3875,0.013445703,0.0,40
3876,0.020208929,0.0,59
3877,0.010509568,0.0,23
3878,0.0341824,0.0,116
3879,0.028434725,0.0,16
3880,0.022307554,0.0,12
3881,0.02275319,0.0,40
3882,0.011655222,0.0,13
3883,0.015948197,0.0,15
3884,0.011497027,0.0,1077
3885,0.011947604,0.0,15
3886,0.021462794,0.0,27
3887,0.020819936,0.0,36
3888,0.015746865,0.0,18
3889,0.011715771,0.0,102
3890,0.014229743,0.0,84
3891,0.010841867,0.0,20
3892,0.020952906,0.0,32
3893,0.015048388,0.0,22
3894,0.022049634,0.0,60
3895,0.018814486,0.0,12
3896,0.014716617,0.0,13
3897,0.017785413,0.0,11
3898,0.011845044,0.0,24
3899,0.014425566,0.0,189
3900,0.022268264,0.0,21
3901,0.011339744,0.0,13
3902,0.020307703,0.0,17
3903,0.020017399,0.0,22
3904,0.017945878,0.0,13
3905,0.02107156,0.0,31
3906,0.019823495,0.0,55
3907,0.009750181,0.0,29
3908,0.012214339,0.0,23
3909,0.022138385,0.0,15
3910,0.018551473,0.0,20
3911,0.021969425,0.0,19
3912,0.022463271,0.0,19
3913,0.021968896,0.0,12
3914,0.009681461,0.0,17
3915,0.012820374,0.0,68
3916,0.018129153,0.0,35
3917,0.019808652,0.0,13
3918,0.0348189,0.0,14
3919,0.015526231,0.0,54
3920,0.0091511365,0.0,14
3921,0.01479177,0.0,14
3922,0.02526284,0.0,12
3923,0.022380468,0.0,29
3924,0.010684906,0.0,17
3925,0.017748633,0.0,18
3926,0.037810452,0.0,12
3927,0.022315672,0.0,14
3928,0.023077924,0.0,14
3929,0.021825057,0.0,13
3930,0.009111359,0.0,12
3931,0.011871475,0.0,44
3932,0.021743173,0.0,23
3933,0.00898406,0.0,28
3934,0.014651777,0.0,72
3935,0.0239427,0.0,12
3936,0.02152652,0.0,28
3937,0.011250917,0.0,12
3938,0.010613298,0.0,22
3939,0.010591769,0.0,23
3940,0.0089572,0.0,20
3941,0.015616572,0.0,36
3942,0.0223441,0.0,23
3943,0.022033878,0.0,53
3944,0.018458456,0.0,17
3945,0.011423509,0.0,178
3946,0.011612929,0.0,32
3947,0.0092961015,0.0,17
3948,0.02174144,0.0,33
3949,0.021644318,0.0,16
3950,0.022443391,0.0,72
3951,0.022072261,0.0,12
3952,0.011632069,0.0,50
3953,0.013321279,0.0,13
3954,0.013194507,0.0,26
3955,0.023129025,0.0,20
3956,0.020739133,0.0,17
3957,0.029046813,0.0,23
3958,0.010015885,0.0,43
3959,0.022698201,0.0,29
3960,0.017651102,0.0,17
3961,0.015134976,0.0,13
3962,0.023586774,0.0,24
3963,0.010787069,0.0,207
3964,0.013775103,0.0,200
3965,0.021278504,0.0,16
3966,0.022788022,0.0,20
3967,0.019793505,0.0,18
3968,0.019666167,0.0,20
3969,0.012485841,0.0,743
3970,0.012501465,0.0,103
3971,0.022791417,0.0,14
3972,0.0127083305,0.0,186
3973,0.032061156,0.0,13
3974,0.009745457,0.0,34
3975,0.014582001,0.0,14
3976,0.022108326,0.0,54
3977,0.012779621,0.0,287
3978,0.02189724,0.0,18
3979,0.016420063,0.0,71
3980,0.016215056,0.0,13
3981,0.02178253,0.0,14
3982,0.021891348,0.0,116
3983,0.009769871,0.0,16
3984,0.0121908225,0.0,45
3985,0.0108119305,0.0,28
3986,0.032701503,0.0,12
3987,0.010404453,0.0,33
3988,0.01683721,0.0,32
3989,0.023848608,0.0,28
3990,0.009597221,0.0,26
3991,0.008736202,0.0,20
3992,0.016595127,0.0,12
3993,0.034835264,0.0,25
3994,0.016749583,0.0,13
3995,0.012016669,0.0,32
3996,0.01685025,0.0,16
3997,0.023573982,0.0,22
3998,0.023873532,0.0,38
3999,0.021932479,0.0,17
4000,0.023030734,0.0,53
4001,0.009921452,0.0,20
4002,0.009375453,0.0,154
4003,0.010940039,0.0,30
4004,0.01240164,0.0,176
4005,0.021997519,0.0,11
4006,0.021186773,0.0,32
4007,0.021495953,0.0,19
4008,0.021402702,0.0,21
4009,0.030586857,0.0,20
4010,0.011522242,0.0,31
4011,0.012549229,0.0,17
4012,0.017549802,0.0,77
4013,0.01234025,0.0,46
4014,0.024268828,0.0,20
4015,0.01458435,0.0,22
4016,0.020442491,0.0,25
4017,0.02364721,0.0,17
4018,0.018730123,0.0,21
4019,0.013046372,0.0,19
4020,0.0092404,0.0,179
4021,0.012048395,0.0,99
4022,0.020378452,0.0,23
4023,0.010576654,0.0,47
4024,0.018606458,0.0,15
4025,0.02041072,0.0,14
4026,0.021261916,0.0,162
4027,0.023799049,0.0,18
4028,0.01852285,0.0,12
4029,0.009914171,0.0,16
4030,0.011660883,0.0,566
4031,0.011905467,0.0,40
4032,0.010802223,0.0,48
4033,0.019903895,0.0,29
4034,0.017031875,0.0,17
4035,0.022110462,0.0,593
4036,0.012623438,0.0,17
4037,0.010632622,0.0,196
4038,0.021886956,0.0,39
4039,0.014661398,0.0,18
4040,0.012767687,0.0,39
4041,0.011656793,0.0,309
4042,0.01034194,0.0,34
4043,0.022644423,0.0,24
4044,0.010769266,0.0,2042
4045,0.009558552,0.0,26
4046,0.018198049,0.0,13
4047,0.02044741,0.0,59
4048,0.018018669,0.0,19
4049,0.009990228,0.0,501
4050,0.014210436,0.0,15
4051,0.010787606,0.0,477
4052,0.01945867,0.0,28
4053,0.018040972,0.0,17
4054,0.017447084,0.0,25
4055,0.009419831,0.0,67
4056,0.023408439,0.0,15
4057,0.021016205,0.0,27
4058,0.013073749,0.0,14
4059,0.009681149,0.0,20
4060,0.023447827,0.0,43
4061,0.024158036,0.0,12
4062,0.021172432,0.0,12
4063,0.017459739,0.0,22
4064,0.024186602,0.0,37
4065,0.01748687,0.0,11
4066,0.018491535,0.0,18
4067,0.01690821,0.0,14
4068,0.012990184,0.0,20
4069,0.03964452,0.0,15
4070,0.014585314,0.0,14
4071,0.013096391,0.0,14
4072,0.016084023,0.0,30
