poly_id,tea_probability,tea_fraction,n_pixels
117,0.010102908,0.0,178
118,0.010192143,0.0,26
119,0.008267589,0.0,13
120,0.0076238774,0.0,19
121,0.0074791526,0.0,25
122,0.009662971,0.0,202
123,0.016201476,0.0,18
124,0.009332934,0.0,29
125,0.019791085,0.0,16
126,0.008652413,0.0,14
127,0.012280613,0.0,12
128,0.008860173,0.0,17
129,0.008085561,0.0,28
130,0.010295115,0.0,14
131,0.01167097,0.0,14
132,0.009937643,0.0,12
133,0.008471801,0.0,414
134,0.008907139,0.0,64
135,0.011080595,0.0,16
136,0.009316599,0.0,3950
137,0.007547651,0.0,36
138,0.009491464,0.0,41
139,0.008005268,0.0,109
140,0.011349846,0.0,50
141,0.009508698,0.0,102
142,0.020825002,0.0,15
143,0.00962792,0.0,316
144,0.011481544,0.0,25
145,0.024895882,0.0,17
146,0.011212768,0.0,15
147,0.008738957,0.0,42
148,0.009223486,0.0,21
149,0.008730878,0.0,18
150,0.010397967,0.0,22
151,0.009004426,0.0,16
152,0.014495935,0.0,15
153,0.0076041142,0.0,17
154,0.01885013,0.0,20
155,0.008549366,0.0,19
156,0.0088497205,0.0,55
157,0.010305259,0.0,22
158,0.009511171,0.0,112
159,0.014981136,0.0,14
160,0.008767774,0.0,271
161,0.010823538,0.0,67
162,0.008973213,0.0,118
163,0.009801594,0.0,72
164,0.01692513,0.0,19
165,0.018370101,0.0,12
166,0.030826481,0.0,25
167,0.0090059275,0.0,239
168,0.010697759,0.0,15
169,0.012000918,0.0,30
170,0.022478662,0.0,20
171,0.01099357,0.0,25
172,0.01014053,0.0,15
173,0.009586285,0.0,34
174,0.011075176,0.0,2913
175,0.008081859,0.0,32
176,0.0102835875,0.0,14
177,0.010519839,0.0,481
178,0.027963275,0.0,25
179,0.025054751,0.0,27
180,0.008880023,0.0,117
181,0.021456776,0.0,11
182,0.021283641,0.0,24
183,0.010298226,0.0,13
184,0.00797207,0.0,128
185,0.013891935,0.0,48
186,0.012027152,0.0,28
187,0.021320093,0.0,11
188,0.023880238,0.0,20
189,0.021693956,0.0,15
190,0.009632036,0.0,121
191,0.009724602,0.0,21
192,0.009672973,0.0,102
193,0.014013499,0.0,30
194,0.008678161,0.0,25
195,0.021096231,0.0,28
196,0.0226012,0.0,21
197,0.009526878,0.0,10
198,0.010830529,0.0,16
199,0.009767242,0.0,11
200,0.0099320095,0.0,11
201,0.023987113,0.0,13
202,0.011322861,0.0,33
203,0.02120333,0.0,19
204,0.011159294,0.0,118
205,0.00944876,0.0,120
206,0.015935302,0.0,14
207,0.011608149,0.0,80
208,0.016148217,0.0,19
209,0.0085975565,0.0,49
210,0.020028494,0.0,22
211,0.011870351,0.0,44
212,0.008602136,0.0,45
213,0.021902941,0.0,24
214,0.022510078,0.0,15
215,0.011795918,0.0,27
216,0.009161809,0.0,16
217,0.019868689,0.0,24
218,0.009054413,0.0,15
219,0.010785593,0.0,78
220,0.010387228,0.0,13
221,0.014650216,0.0,145
222,0.021841183,0.0,16
223,0.011127305,0.0,380
224,0.008956742,0.0,153
225,0.0212804,0.0,35
226,0.011216869,0.0,47
227,0.023779886,0.0,15
228,0.009553854,0.0,37
229,0.013295279,0.0,25
230,0.014476881,0.0,16
231,0.034088258,0.0,12
232,0.021878362,0.0,20
233,0.021337658,0.0,13
234,0.009819721,0.0,17
235,0.017079065,0.0,30
236,0.010257005,0.0,15
