system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NDVI,NDWI,poly_id,.geo
0_0,0.16153333,0.090725,0.05112857,0.07630714,0.06885,0.107528575,0.17393333,0.20078571,0.17273334,0.21224,0.2159971824753767,0.38719085,0.43001035,-0.38719085,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1,0.24304286,0.1534125,0.058445834,0.0839625,0.08095,0.1299375,0.24762857,0.2903,0.27931428,0.30966666,0.3738009487202917,0.5377492,0.5506077,-0.5377492,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2,0.24304286,0.1534125,0.058811538,0.09192,0.08161818,0.1299375,0.24762857,0.2903,0.31448,0.30966666,0.42708052582568967,0.54763776,0.58788913,-0.54763776,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3,0.16153333,0.090725,0.05144091,0.08081538,0.071875,0.107528575,0.17393333,0.20078571,0.20465714,0.21224,0.2655429690778691,0.4338132,0.48016894,-0.4338132,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4,0.24304286,0.1534125,0.05843,0.08162632,0.07332222,0.1299375,0.24762857,0.2903,0.3124,0.30966666,0.45482892334350294,0.5856809,0.6198185,-0.5856809,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5,0.223575,0.13594,0.050984,0.07469643,0.068414286,0.11862857,0.21373333,0.24397142,0.27571,0.270875,0.3974789140230745,0.57365835,0.6023862,-0.57365835,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6,0.223575,0.13594,0.050227273,0.07325385,0.06,0.11862857,0.21373333,0.24397142,0.24738333,0.270875,0.3806503621808507,0.5430733,0.609608,-0.5430733,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7,0.25722,0.1596,0.042015,0.06625,0.057214286,0.1306909,0.24904,0.2914,0.28315,0.3214,0.43073992365576874,0.6207785,0.66380554,-0.6207785,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8,0.25722,0.1596,0.0582,0.08983929,0.07429048,0.1306909,0.24904,0.2914,0.34557778,0.3214,0.5005963425861192,0.5873414,0.64612484,-0.5873414,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9,0.28244445,0.1831,0.058555555,0.08957812,0.076283336,0.14642273,0.2711125,0.31925,0.34153333,0.35064286,0.48756799901527875,0.5844317,0.6348478,-0.5844317,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10,0.223575,0.13594,0.05761154,0.07469091,0.072288886,0.11862857,0.21373333,0.24397142,0.2434,0.270875,0.343583696532505,0.53038013,0.5420245,-0.53038013,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11,0.25722,0.1596,0.05752381,0.081285715,0.07632857,0.1306909,0.24904,0.2914,0.2475,0.3214,0.3358824144464754,0.5055399,0.52858657,-0.5055399,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_12,0.25722,0.1596,0.058137037,0.089313336,0.083511114,0.1306909,0.24904,0.2914,0.3136,0.3214,0.41723921977934425,0.5566623,0.5794068,-0.5566623,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_13,0.28244445,0.1831,0.059196,0.08971395,0.08406842,0.14642273,0.2711125,0.31925,0.3340375,0.35064286,0.44814097197219316,0.5765728,0.5978607,-0.5765728,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_14,0.28244445,0.1831,0.059196,0.08971395,0.08406842,0.14642273,0.2711125,0.31925,0.3340375,0.35064286,0.44814097197219316,0.5765728,0.5978607,-0.5765728,17400,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,0.217725,0.13253333,0.0527125,0.07395091,0.07745333,0.12891944,0.18875454,0.21675,0.24401,0.24452858,0.31703673155452555,0.5348428,0.5181203,-0.5348428,17401,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,0.217725,0.13253333,0.05582,0.076425,0.08162833,0.12891944,0.18875454,0.21675,0.22257233,0.24452858,0.2723676939644054,0.4887914,0.46332574,-0.4887914,17401,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,0.20556666,0.1324625,0.0528,0.06882222,0.062222917,0.11819167,0.19423333,0.22091667,0.24246785,0.24824286,0.3694133114366955,0.5578258,0.5915668,-0.5578258,17401,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3,0.20556666,0.1324625,0.0544125,0.075914286,0.07231667,0.11819167,0.19423333,0.22091667,0.23007375,0.24824286,0.31403692731174704,0.5038088,0.5217,-0.5038088,17401,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4,0.240225,0.14723334,0.0571875,0.07588,0.08504286,0.14180833,0.19754167,0.22076,0.20463334,0.24403,0.23248824081103833,0.45899186,0.41284195,-0.45899186,17401,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5,0.240225,0.14723334,0.06778333,0.0909,0.10633333,0.14180833,0.19754167,0.22076,0.2203625,0.24403,0.2111670861865355,0.41592708,0.34903774,-0.41592708,17401,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6,0.22625,0.1603,0.048627272,0.07085151,0.06845714,0.13475,0.19012,0.213,0.19386667,0.24104,0.2528611685993161,0.46470234,0.47807145,-0.46470234,17401,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7,0.22625,0.1603,0.04436,0.06081111,0.0524,0.13475,0.19012,0.213,0.18525,0.24104,0.284609450158563,0.50572354,0.55901533,-0.50572354,17401,"{""type"":""MultiPoint"",""coordinates"":[]}"
