system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NDVI,NDWI,poly_id,.geo
0_0,0.22775,0.1343,0.042425,0.065025,0.0533,0.1186,0.2266,0.2624,0.25835,0.29233333,0.40685736649947546,0.59783536,0.6579496,-0.59783536,16400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1,0.21055,0.110675,0.0413,0.0621,0.0466,0.1061,0.22915,0.27075,0.2706,0.3013,0.45144905669624874,0.6266907,0.7061791,-0.6266907,16400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2,0.22726667,0.1337,0.05524286,0.07845,0.0728,0.12145,0.233725,0.2696,0.28893334,0.29725,0.412024115993362,0.5729256,0.5974935,-0.5729256,16400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3,0.22726667,0.1337,0.04682,0.067175,0.0555,0.12145,0.233725,0.2696,0.2636,0.29725,0.41772048557434005,0.5938327,0.65214664,-0.5938327,16400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4,0.20505,0.111,0.042475,0.0616,0.04625,0.1056,0.22125,0.2535,0.253,0.283575,0.42648649684446416,0.6083916,0.6908939,-0.6083916,16400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5,0.20505,0.111,0.04,0.05885,0.04325,0.1056,0.22125,0.2535,0.2359,0.283575,0.40289861585644926,0.6006785,0.6901308,-0.6006785,16400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6,0.20405,0.10965,0.0429,0.060833335,0.046225,0.101166666,0.22385,0.265525,0.27155,0.29441667,0.4590412726297136,0.6339568,0.70907086,-0.6339568,16400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7,0.22726667,0.1337,0.050975,0.07635,0.06245,0.12145,0.233725,0.2696,0.2953,0.29725,0.4520700976016574,0.58912957,0.65087354,-0.58912957,16400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8,0.22726667,0.1337,0.048775,0.07301429,0.0571,0.12145,0.233725,0.2696,0.28233334,0.29725,0.4472035782987593,0.5890543,0.66355693,-0.5890543,16400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9,0.20505,0.111,0.04655,0.0672,0.05375,0.1056,0.22125,0.2535,0.2736,0.283575,0.44076666683067833,0.60563385,0.67160535,-0.60563385,16400,"{""type"":""MultiPoint"",""coordinates"":[]}"
