system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NDVI,NDWI,poly_id,.geo
0_0,0.2865,0.1855,0.07125,0.09465556,0.1108,0.143275,0.252075,0.2965,0.2758,0.3325,0.29333853660232034,0.48897752,0.42679772,-0.48897752,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1,0.2904,0.2037,0.0747875,0.0984,0.1159,0.15366666,0.23613334,0.2684,0.2646,0.2976625,0.265707715903644,0.45785126,0.39080158,-0.45785126,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2,0.264625,0.1665,0.0612,0.08857143,0.08856,0.13724,0.24845,0.3084875,0.33155,0.34245,0.4327022424110992,0.5783532,0.57839614,-0.5783532,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3,0.264625,0.1665,0.07375,0.1007,0.1162,0.13724,0.24845,0.3084875,0.30096668,0.34245,0.319656310563142,0.49858925,0.44290853,-0.49858925,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4,0.29385,0.20975,0.08227857,0.10656,0.1221,0.1613,0.23164286,0.26675,0.27519166,0.299675,0.2752056486222178,0.4417313,0.38533822,-0.4417313,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5,0.29385,0.20975,0.082725,0.10785,0.1288,0.1613,0.23164286,0.26675,0.2681,0.299675,0.2451666078515961,0.42625347,0.35097,-0.42625347,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6,0.264625,0.1665,0.05765,0.086825,0.08371786,0.13724,0.24845,0.3084875,0.3408,0.34245,0.45558281035220405,0.5939199,0.6055862,-0.5939199,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7,0.29385,0.20975,0.07408125,0.1047,0.11366667,0.1613,0.23164286,0.26675,0.30195,0.299675,0.32954908111299414,0.48506087,0.45302162,-0.48506087,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8,0.29385,0.20975,0.080291666,0.1079,0.1199,0.1613,0.23164286,0.26675,0.27361,0.299675,0.2762933277051683,0.43435296,0.39061266,-0.43435296,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9,0.29385,0.20975,0.080291666,0.1079,0.1199,0.1613,0.23164286,0.26675,0.27361,0.299675,0.2762933277051683,0.43435296,0.39061266,-0.43435296,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10,0.26257,0.17025,0.07185,0.09892,0.11125,0.14353636,0.24306,0.28415,0.27175,0.31775,0.28653040671171187,0.4662638,0.41906005,-0.4662638,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11,0.26257,0.17025,0.07185,0.09892,0.11125,0.14353636,0.24306,0.28415,0.27175,0.31775,0.28653040671171187,0.4662638,0.41906005,-0.4662638,800,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,0.25795,0.1673,0.0583,0.08215,0.0754,0.12905,0.23895,0.2754,0.2778,0.3019,0.39135308770386534,0.5435477,0.5730464,-0.5435477,801,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,0.25235,0.1596,0.0541,0.0794,0.0675,0.12645,0.23555,0.27775,0.2881,0.3063,0.4283994197870963,0.5678911,0.62035996,-0.5678911,801,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,0.25795,0.1673,0.05265,0.0773,0.0648,0.12905,0.23895,0.2754,0.2835,0.3019,0.4280094449571997,0.57150775,0.627907,-0.57150775,801,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3,0.25795,0.1673,0.0549,0.07665,0.0688,0.12905,0.23895,0.2754,0.2722,0.3019,0.3993716625288149,0.5605561,0.5964809,-0.5605561,801,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4,0.2678,0.1819,0.0571,0.08085,0.0751,0.1297,0.2356,0.26765,0.2669,0.29815,0.3719216786803079,0.5350108,0.56081873,-0.5350108,801,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5,0.23925,0.1485,0.0553,0.07915,0.0733,0.12685,0.24705,0.2814,0.2871,0.3091,0.4073467161631703,0.56778157,0.5932298,-0.56778157,801,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6,0.23925,0.1485,0.0542,0.07715,0.0662,0.12685,0.24705,0.2814,0.2918,0.3091,0.43976606013528285,0.58178616,0.6301676,-0.58178616,801,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7,0.2353,0.1425,0.0508,0.07555,0.063,0.1238,0.2421,0.27575,0.2848,0.30425,0.4325947717678222,0.58068544,0.6377228,-0.58068544,801,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8,0.2353,0.1425,0.05105,0.07465,0.0612,0.1238,0.2421,0.27575,0.2793,0.30425,0.4314966914012577,0.578189,0.6405286,-0.578189,801,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9,0.2511,0.1582,0.05405,0.07575,0.0668,0.1256,0.2336,0.2688,0.2702,0.29765,0.4017778043184421,0.56207544,0.60356086,-0.56207544,801,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_10,0.2511,0.1582,0.05405,0.07575,0.0668,0.1256,0.2336,0.2688,0.2702,0.29765,0.4017778043184421,0.56207544,0.60356086,-0.56207544,801,"{""type"":""MultiPoint"",""coordinates"":[]}"
