system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NDVI,NDWI,poly_id,.geo
0_0,0.2046,0.1273,0.0404,0.057,0.0483,0.1035,0.1882,0.2178,0.2092,0.2538,0.3363294120292799,0.5717506,0.6248543,-0.5717506,2400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1,0.1983,0.1196,0.0396,0.0567,0.0462,0.0991,0.1876,0.2288,0.2364,0.2548,0.39084332274658046,0.6131013,0.6730361,-0.6131013,2400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2,0.1983,0.1196,0.0404,0.0616,0.0493,0.0991,0.1876,0.2288,0.2438,0.2548,0.3932152625389125,0.59659463,0.66359603,-0.59659463,2400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3,0.2005,0.1244,0.0425,0.0624,0.0516,0.1037,0.1921,0.2338,0.2486,0.2568,0.3973536694557633,0.5987138,0.6562292,-0.5987138,2400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4,0.2005,0.1244,0.0425,0.0624,0.0516,0.1037,0.1921,0.2338,0.2486,0.2568,0.3973536694557633,0.5987138,0.6562292,-0.5987138,2400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5,0.2005,0.1244,0.0464,0.0664,0.0574,0.1037,0.1921,0.2338,0.2414,0.2568,0.3716270873609479,0.568551,0.6157965,-0.568551,2400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6,0.1668,0.0931,0.036,0.0547,0.041,0.0956,0.2064,0.2502,0.2282,0.2803,0.3886397586868234,0.6132909,0.69539374,-0.6132909,2400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7,0.162,0.0899,0.0327,0.0506,0.0346,0.0921,0.1974,0.2428,0.202,0.265,0.35942801311290007,0.5993666,0.7075232,-0.5993666,2400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8,0.162,0.0899,0.038,0.0566,0.04,0.0921,0.1974,0.2428,0.2296,0.265,0.400135062685879,0.6044724,0.7032641,-0.6044724,2400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9,0.1694,0.0922,0.0398,0.0596,0.0429,0.102,0.2156,0.2608,0.2648,0.2884,0.45333825620429674,0.63255244,0.72115695,-0.63255244,2400,"{""type"":""MultiPoint"",""coordinates"":[]}"
