system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NDVI,NDWI,poly_id,.geo
0_0,0.165875,0.1162,0.048,0.06126667,0.0536,0.0883,0.17156667,0.2045,0.18795,0.218175,0.29217955572133286,0.50832605,0.55619955,-0.50832605,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1,0.165875,0.1162,0.04605,0.0612,0.0518,0.0883,0.17156667,0.2045,0.2466,0.218175,0.40180689357479654,0.6023392,0.652815,-0.6023392,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2,0.195525,0.14276667,0.06195,0.0794,0.0723,0.1056,0.18285,0.20665,0.2104,0.2213,0.29269015363073797,0.45203587,0.4885037,-0.45203587,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3,0.195525,0.14276667,0.06195,0.0794,0.0723,0.1056,0.18285,0.20665,0.2104,0.2213,0.29269015363073797,0.45203587,0.4885037,-0.45203587,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4,0.1941,0.14495,0.0647,0.07896667,0.0751,0.105,0.1791,0.20958,0.2096,0.22825,0.2861824036523223,0.45269722,0.47242713,-0.45269722,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5,0.1941,0.14495,0.05165,0.067,0.0578,0.105,0.1791,0.20958,0.218,0.22825,0.34014904714347655,0.52982455,0.58085567,-0.52982455,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6,0.2052,0.1589,0.0598,0.0772,0.07415,0.121,0.1926,0.22123334,0.224175,0.2358,0.3072834492007975,0.48768145,0.5028911,-0.48768145,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7,0.1907,0.1478,0.05886667,0.0764,0.0696,0.1034,0.163725,0.193,0.22123334,0.2137,0.31660635619227107,0.48661667,0.52137536,-0.48661667,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8,0.1907,0.1478,0.05886667,0.0764,0.0696,0.1034,0.163725,0.193,0.22123334,0.2137,0.31660635619227107,0.48661667,0.52137536,-0.48661667,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9,0.1669,0.0953,0.0349,0.053,0.03785,0.082875,0.2053,0.25445,0.25446665,0.27765,0.443953299002525,0.65524715,0.74103427,-0.65524715,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10,0.1669,0.0953,0.041233335,0.061325,0.0489,0.082875,0.2053,0.25445,0.2924,0.27765,0.4768712591308042,0.6532617,0.7134486,-0.6532617,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11,0.1855,0.1185,0.04335,0.06175,0.05136667,0.096,0.20033333,0.2397,0.240725,0.2639,0.38682449481857645,0.5917018,0.6482839,-0.5917018,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_12,0.1855,0.1185,0.0568,0.0778,0.0712,0.096,0.20033333,0.2397,0.2477,0.2639,0.35331093074363745,0.5219662,0.55346507,-0.5219662,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_13,0.2227,0.16673334,0.07305,0.0934,0.0959,0.121,0.1917,0.21896666,0.21113333,0.2373,0.23257691275754191,0.38660243,0.37531212,-0.38660243,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_14,0.2227,0.16673334,0.07305,0.0934,0.0959,0.121,0.1917,0.21896666,0.21113333,0.2373,0.23257691275754191,0.38660243,0.37531212,-0.38660243,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_15,0.191,0.1182,0.0427,0.0621,0.0526,0.0935,0.2039,0.235625,0.2337,0.26625,0.3683739598811774,0.5801217,0.6325533,-0.5801217,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_16,0.191,0.1182,0.0427,0.0621,0.0526,0.0935,0.2039,0.235625,0.2337,0.26625,0.3683739598811774,0.5801217,0.6325533,-0.5801217,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17,0.1859,0.1143,0.0402,0.059,0.0509,0.0902,0.19873333,0.23645,0.2228,0.2664,0.35033015001405515,0.5812633,0.6280599,-0.5812633,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18,0.1859,0.1143,0.039333332,0.05686667,0.046,0.0902,0.19873333,0.23645,0.233,0.2664,0.3850905987145855,0.6076357,0.6702509,-0.6076357,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19,0.1945,0.1215,0.043766666,0.06555,0.05195,0.0995,0.2128,0.2496,0.2562,0.2736,0.41191059385555845,0.5925408,0.66282654,-0.5925408,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20,0.19956,0.1226,0.0491,0.07,0.061833333,0.0982,0.2063,0.2434,0.2612,0.2706,0.39433260105739976,0.5772947,0.6171706,-0.5772947,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_21,0.191,0.11555,0.0443,0.0676,0.0544,0.0924,0.20795,0.24713333,0.2743,0.27783334,0.4334029867706115,0.60456276,0.6689991,-0.60456276,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_22,0.191,0.11555,0.0426,0.0689,0.0517,0.0924,0.20795,0.24713333,0.29536667,0.27783334,0.47366648597628236,0.6217057,0.7020745,-0.6217057,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_23,0.191,0.11555,0.0426,0.0689,0.0517,0.0924,0.20795,0.24713333,0.29536667,0.27783334,0.47366648597628236,0.6217057,0.7020745,-0.6217057,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_24,0.17345,0.1042,0.035875,0.0555,0.0368,0.087,0.20025,0.2444,0.289,0.2769,0.5081655102057183,0.6777939,0.7740945,-0.6777939,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_25,0.17345,0.1042,0.0346,0.0515,0.034,0.087,0.20025,0.2444,0.262475,0.2769,0.47323889965245886,0.67194843,0.77063835,-0.67194843,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_26,0.1669,0.0953,0.03245,0.04875,0.0309,0.082875,0.2053,0.25445,0.25986665,0.27765,0.47626309966539243,0.6840741,0.7874584,-0.6840741,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_27,0.1669,0.0953,0.04,0.0604,0.0438,0.082875,0.2053,0.25445,0.2963,0.27765,0.501350158106486,0.66134006,0.7424287,-0.66134006,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_28,0.1855,0.1185,0.040733334,0.0593,0.0441,0.096,0.20033333,0.2397,0.2625,0.2639,0.4469547880991606,0.6314481,0.71232873,-0.6314481,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_29,0.1855,0.1185,0.0385,0.058033332,0.039833333,0.096,0.20033333,0.2397,0.27865,0.2639,0.48583419092842334,0.65526456,0.74985605,-0.65526456,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_30,0.2227,0.16673334,0.0606,0.0764,0.0684,0.121,0.1917,0.21896666,0.22016667,0.2373,0.3226149255756517,0.48477018,0.5259327,-0.48477018,16800,"{""type"":""MultiPoint"",""coordinates"":[]}"
