system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NDVI,NDWI,poly_id,.geo
0_0,0.23135,0.14605,0.055166665,0.08076666,0.0818,0.13933334,0.20355,0.2298,0.2526,0.2589,0.3211371661914992,0.5154485,0.51076555,-0.5154485,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1,0.220825,0.136625,0.0488625,0.076,0.06705,0.135825,0.231525,0.26381665,0.2825,0.29036668,0.4085657377089795,0.5760112,0.6163639,-0.5760112,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2,0.220825,0.136625,0.05255,0.0798,0.069816664,0.135825,0.231525,0.26381665,0.2897,0.29036668,0.4181961223887395,0.5680649,0.6116082,-0.5680649,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3,0.19573334,0.10347,0.04645,0.07145,0.057,0.11565,0.2378,0.2743,0.28453332,0.3006625,0.44504135021268976,0.59857666,0.6662112,-0.59857666,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4,0.19573334,0.10347,0.0419375,0.059,0.04155,0.11565,0.2378,0.2743,0.26533332,0.3006625,0.4661756097267823,0.63617676,0.72921306,-0.63617676,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5,0.1836,0.0904,0.04295,0.0647,0.044066668,0.1102,0.2524,0.29794,0.2949,0.3214,0.5068671214056698,0.64015573,0.7399941,-0.64015573,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6,0.22155,0.13415,0.04915,0.07483333,0.06785,0.1278,0.2022,0.2319,0.26016667,0.26025,0.37022659481359416,0.55323386,0.5863015,-0.55323386,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7,0.1964625,0.1044125,0.04228,0.07118333,0.047725,0.1172,0.24965,0.29109168,0.29726666,0.3145,0.492574772729213,0.6136066,0.7233266,-0.6136066,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8,0.1964625,0.1044125,0.0439125,0.072966665,0.04905,0.1172,0.24965,0.29109168,0.3029,0.3145,0.5005496293053938,0.6117417,0.7212672,-0.6117417,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9,0.18055,0.089175,0.0442,0.06966667,0.045125,0.11425,0.2513,0.293325,0.296475,0.31675,0.5085071381721786,0.6194551,0.7358021,-0.6194551,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10,0.18055,0.089175,0.0414,0.0662,0.0437,0.11425,0.2513,0.293325,0.29633334,0.31675,0.506062895799285,0.6347922,0.7429664,-0.6347922,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11,0.18085,0.08583,0.043433335,0.06695,0.044875,0.11195,0.25506,0.295725,0.3062,0.3214,0.5227754681138301,0.64116305,0.74435663,-0.64116305,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_12,0.22155,0.13415,0.0499,0.07575,0.0661,0.1278,0.2022,0.2319,0.2581,0.26025,0.374868208347586,0.5462034,0.59222704,-0.5462034,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_13,0.1964625,0.1044125,0.04415,0.07205,0.0489,0.1172,0.24965,0.29109168,0.2991,0.3145,0.4958874353873681,0.61174726,0.71896553,-0.61174726,16000,"{""type"":""MultiPoint"",""coordinates"":[]}"
