system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NDVI,NDWI,poly_id,.geo
0_0,0.0949,0.0542,0.0365,0.0434,0.0384,0.0731,0.1022,0.1178,0.103,0.1261,0.15240880803948326,0.4071038,0.45685995,-0.4071038,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1,0.0949,0.0542,0.0413,0.052,0.049,0.0731,0.1022,0.1178,0.1313,0.1261,0.18443817696852996,0.4326241,0.45646146,-0.4326241,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2,0.1175,0.066,0.0361,0.0444,0.0364,0.0715,0.1351,0.1497,0.1292,0.1638,0.21544317850034983,0.48847926,0.5603865,-0.48847926,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3,0.0949,0.0542,0.0336,0.041,0.0334,0.0731,0.1022,0.1178,0.0764,0.1261,0.1048985111854431,0.3015332,0.3916211,-0.3015332,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4,0.0949,0.0542,0.0413,0.0532,0.0455,0.0731,0.1022,0.1178,0.1279,0.1261,0.18879165260486094,0.4124793,0.47520187,-0.4124793,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5,0.132,0.0806,0.0363,0.047,0.041,0.0853,0.1407,0.1592,0.1131,0.1769,0.1658462484769982,0.41286698,0.46787798,-0.41286698,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6,0.1009,0.0614,0.0334,0.0386,0.034,0.0744,0.1111,0.1224,0.0722,0.1361,0.09310714091612547,0.3032491,0.35969865,-0.3032491,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7,0.1009,0.0614,0.0378,0.0436,0.042,0.0744,0.1111,0.1224,0.1034,0.1361,0.14320365671631055,0.4068027,0.42228335,-0.4068027,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8,0.1009,0.0614,0.0378,0.0436,0.042,0.0744,0.1111,0.1224,0.1034,0.1361,0.14320365671631055,0.4068027,0.42228335,-0.4068027,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9,0.132,0.0806,0.0428,0.058,0.0535,0.0853,0.1407,0.1592,0.1748,0.1769,0.2581290327247129,0.5017182,0.5313184,-0.5017182,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10,0.1009,0.0614,0.0384,0.0505,0.0464,0.0744,0.1111,0.1224,0.1364,0.1361,0.19968051403399828,0.45960405,0.49234137,-0.45960405,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11,0.1009,0.0614,0.0409,0.0516,0.0458,0.0744,0.1111,0.1224,0.1427,0.1361,0.2180958821464722,0.46886256,0.51405835,-0.46886256,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_12,0.1009,0.0614,0.0409,0.0516,0.0458,0.0744,0.1111,0.1224,0.1427,0.1361,0.2180958821464722,0.46886256,0.51405835,-0.46886256,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_13,0.1638,0.1054,0.0465,0.0608,0.0572,0.1015,0.1599,0.1776,0.1708,0.1945,0.24372452624932997,0.4749568,0.49824563,-0.4749568,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_14,0.1335,0.0794,0.0445,0.0608,0.055,0.0946,0.1528,0.1765,0.1747,0.189,0.2555617387975968,0.48365182,0.5211145,-0.48365182,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_15,0.1335,0.0794,0.0475,0.0674,0.0626,0.0946,0.1528,0.1765,0.21,0.189,0.29975188266779573,0.5140591,0.540719,-0.5140591,21200,"{""type"":""MultiPoint"",""coordinates"":[]}"
